transfers	n_species	well	strep_conc	replicate	OD
3	3	D8	64	1	0.302
5	3	D8	64	1	0.311
7	3	D8	64	1	0.309
8	3	D8	64	1	0.31
1	3	D8	64	2	0.900
3	3	D8	64	2	0.291
5	3	D8	64	2	0.327
7	3	D8	64	2	0.311
8	3	D8	64	2	0.311
1	4	D8	64	1	0.869
3	4	D8	64	1	0.297
5	4	D8	64	1	0.289
7	4	D8	64	1	0.274
8	4	D8	64	1	0.24
1	4	D8	64	2	0.964
3	4	D8	64	2	0.294
5	4	D8	64	2	0.291
7	4	D8	64	2	0.296
8	4	D8	64	2	0.276
1	3	D8	256	1	0.789
3	3	D8	256	1	0.318
5	3	D8	256	1	0.321
7	3	D8	256	1	0.331
8	3	D8	256	1	0.29
1	3	D8	256	2	0.840
3	3	D8	256	2	0.314
5	3	D8	256	2	0.331
7	3	D8	256	2	0.337
8	3	D8	256	2	0.3
1	4	D8	256	1	0.832
3	4	D8	256	1	0.315
5	4	D8	256	1	0.306
7	4	D8	256	1	0.336
8	4	D8	256	1	0.317
1	4	D8	256	2	0.764
3	4	D8	256	2	0.315
5	4	D8	256	2	0.306
7	4	D8	256	2	0.345
8	4	D8	256	2	0.324
1	3	D9	0	1	1.004
3	3	D9	0	1	0.369
5	3	D9	0	1	0.333
7	3	D9	0	1	0.334
8	3	D9	0	1	0.31
1	3	D9	0	2	0.896
3	3	D9	0	2	0.339
5	3	D9	0	2	0.347
7	3	D9	0	2	0.339
8	3	D9	0	2	0.314
1	4	D9	0	1	0.820
3	4	D9	0	1	0.352
5	4	D9	0	1	0.375
7	4	D9	0	1	0.335
8	4	D9	0	1	0.374
1	4	D9	0	2	0.615
3	4	D9	0	2	0.374
5	4	D9	0	2	0.373
7	4	D9	0	2	0.376
8	4	D9	0	2	0.361
1	3	D9	16	1	0.964
3	3	D9	16	1	0.347
5	3	D9	16	1	0.32
7	3	D9	16	1	0.339
8	3	D9	16	1	0.328
1	3	D9	16	2	0.866
3	3	D9	16	2	0.346
5	3	D9	16	2	0.322
7	3	D9	16	2	0.351
8	3	D9	16	2	0.336
1	4	D9	16	1	0.714
3	4	D9	16	1	0.286
5	4	D9	16	1	0.269
7	4	D9	16	1	0.277
8	4	D9	16	1	0.272
1	4	D9	16	2	0.761
3	4	D9	16	2	0.310
5	4	D9	16	2	0.3
7	4	D9	16	2	0.309
8	4	D9	16	2	0.323
1	3	D9	64	1	0.899
3	3	D9	64	1	0.344
5	3	D9	64	1	0.347
7	3	D9	64	1	0.317
8	3	D9	64	1	0.342
1	3	D9	64	2	0.904
3	3	D9	64	2	0.316
5	3	D9	64	2	0.345
7	3	D9	64	2	0.332
8	3	D9	64	2	0.332
1	4	D9	64	1	0.579
3	4	D9	64	1	0.288
5	4	D9	64	1	0.324
7	4	D9	64	1	0.338
8	4	D9	64	1	0.302
1	4	D9	64	2	0.775
3	4	D9	64	2	0.226
5	4	D9	64	2	0.218
7	4	D9	64	2	0.223
8	4	D9	64	2	0.21
1	3	D9	256	1	0.790
3	3	D9	256	1	0.340
5	3	D9	256	1	0.343
7	3	D9	256	1	0.359
8	3	D9	256	1	0.321
1	3	D9	256	2	0.908
3	3	D9	256	2	0.348
5	3	D9	256	2	0.376
7	3	D9	256	2	0.361
8	3	D9	256	2	0.351
1	4	D9	256	1	0.631
3	4	D9	256	1	0.305
5	4	D9	256	1	0.285
7	4	D9	256	1	0.311
8	4	D9	256	1	0.271
1	4	D9	256	2	0.683
3	4	D9	256	2	0.295
5	4	D9	256	2	0.284
7	4	D9	256	2	0.305
8	4	D9	256	2	0.273
1	3	E1	0	1	0.963
3	3	E1	0	1	0.342
5	3	E1	0	1	0.334
7	3	E1	0	1	0.325
8	3	E1	0	1	0.284
1	3	E1	0	2	0.918
3	3	E1	0	2	0.350
5	3	E1	0	2	0.324
7	3	E1	0	2	0.34
8	3	E1	0	2	0.31
1	4	E1	0	1	0.935
3	4	E1	0	1	0.317
5	4	E1	0	1	0.353
7	4	E1	0	1	0.339
8	4	E1	0	1	0.314
1	4	E1	0	2	0.874
3	4	E1	0	2	0.378
5	4	E1	0	2	0.373
7	4	E1	0	2	0.37
8	4	E1	0	2	0.406
1	3	E1	16	1	0.856
3	3	E1	16	1	0.319
5	3	E1	16	1	0.298
7	3	E1	16	1	0.316
8	3	E1	16	1	0.287
1	3	E1	16	2	0.925
3	3	E1	16	2	0.320
5	3	E1	16	2	0.311
7	3	E1	16	2	0.313
8	3	E1	16	2	0.28
1	4	E1	16	1	0.870
3	4	E1	16	1	0.311
5	4	E1	16	1	0.293
7	4	E1	16	1	0.305
8	4	E1	16	1	0.279
1	4	E1	16	2	0.923
3	4	E1	16	2	0.317
5	4	E1	16	2	0.311
7	4	E1	16	2	0.325
8	4	E1	16	2	0.301
1	3	E1	64	1	0.965
3	3	E1	64	1	0.328
5	3	E1	64	1	0.312
7	3	E1	64	1	0.311
8	3	E1	64	1	0.271
1	3	E1	64	2	1.002
3	3	E1	64	2	0.323
5	3	E1	64	2	0.306
7	3	E1	64	2	0.301
8	3	E1	64	2	0.274
1	4	E1	64	1	0.963
3	4	E1	64	1	0.291
5	4	E1	64	1	0.287
7	4	E1	64	1	0.291
8	4	E1	64	1	0.277
1	4	E1	64	2	0.935
3	4	E1	64	2	0.289
5	4	E1	64	2	0.299
7	4	E1	64	2	0.296
8	4	E1	64	2	0.272
1	3	E1	256	1	0.909
3	3	E1	256	1	0.285
5	3	E1	256	1	0.276
7	3	E1	256	1	0.308
8	3	E1	256	1	0.267
1	3	E1	256	2	0.985
3	3	E1	256	2	0.279
5	3	E1	256	2	0.283
7	3	E1	256	2	0.274
8	3	E1	256	2	0.255
1	4	E1	256	1	0.898
3	4	E1	256	1	0.294
5	4	E1	256	1	0.277
7	4	E1	256	1	0.308
8	4	E1	256	1	0.278
1	4	E1	256	2	0.890
3	4	E1	256	2	0.268
5	4	E1	256	2	0.25
7	4	E1	256	2	0.298
8	4	E1	256	2	0.256
1	3	E10	0	1	1.011
3	3	E10	0	1	0.327
5	3	E10	0	1	0.3
7	3	E10	0	1	0.329
8	3	E10	0	1	0.302
1	3	E10	0	2	1.113
3	3	E10	0	2	0.309
5	3	E10	0	2	0.311
7	3	E10	0	2	0.329
8	3	E10	0	2	0.306
1	4	E10	0	1	0.919
3	4	E10	0	1	0.345
5	4	E10	0	1	0.357
7	4	E10	0	1	0.343
8	4	E10	0	1	0.323
1	4	E10	0	2	0.813
3	4	E10	0	2	0.362
5	4	E10	0	2	0.329
7	4	E10	0	2	0.318
8	4	E10	0	2	0.359
1	3	E10	16	1	0.849
3	3	E10	16	1	0.293
5	3	E10	16	1	0.311
7	3	E10	16	1	0.318
8	3	E10	16	1	0.302
1	3	E10	16	2	0.988
3	3	E10	16	2	0.295
5	3	E10	16	2	0.313
7	3	E10	16	2	0.333
8	3	E10	16	2	0.287
1	4	E10	16	1	0.765
3	4	E10	16	1	0.336
5	4	E10	16	1	0.351
7	4	E10	16	1	0.352
8	4	E10	16	1	0.322
1	4	E10	16	2	0.772
3	4	E10	16	2	0.337
5	4	E10	16	2	0.336
7	4	E10	16	2	0.32
8	4	E10	16	2	0.344
1	3	E10	64	1	0.798
3	3	E10	64	1	0.323
5	3	E10	64	1	0.325
7	3	E10	64	1	0.324
8	3	E10	64	1	0.276
1	3	E10	64	2	0.792
3	3	E10	64	2	0.315
5	3	E10	64	2	0.339
7	3	E10	64	2	0.314
8	3	E10	64	2	0.288
1	4	E10	64	1	0.813
3	4	E10	64	1	0.302
5	4	E10	64	1	0.305
7	4	E10	64	1	0.308
8	4	E10	64	1	0.287
1	4	E10	64	2	0.977
3	4	E10	64	2	0.266
5	4	E10	64	2	0.352
7	4	E10	64	2	0.351
8	4	E10	64	2	0.325
1	3	E10	256	1	1.021
3	3	E10	256	1	0.322
5	3	E10	256	1	0.351
7	3	E10	256	1	0.324
8	3	E10	256	1	0.297
1	3	E10	256	2	0.968
3	3	E10	256	2	0.331
5	3	E10	256	2	0.328
7	3	E10	256	2	0.356
8	3	E10	256	2	0.32
1	4	E10	256	1	0.811
3	4	E10	256	1	0.310
5	4	E10	256	1	0.304
7	4	E10	256	1	0.314
8	4	E10	256	1	0.283
1	4	E10	256	2	0.890
3	4	E10	256	2	0.313
5	4	E10	256	2	0.302
7	4	E10	256	2	0.346
8	4	E10	256	2	0.302
1	3	E11	0	1	0.991
3	3	E11	0	1	0.352
5	3	E11	0	1	0.322
7	3	E11	0	1	0.354
8	3	E11	0	1	0.313
1	3	E11	0	2	0.917
3	3	E11	0	2	0.339
5	3	E11	0	2	0.41
7	3	E11	0	2	0.331
8	3	E11	0	2	0.32
1	4	E11	0	1	1.029
3	4	E11	0	1	0.380
5	4	E11	0	1	0.388
7	4	E11	0	1	0.335
8	4	E11	0	1	0.387
1	4	E11	0	2	0.881
3	4	E11	0	2	0.378
5	4	E11	0	2	0.356
7	4	E11	0	2	0.339
8	4	E11	0	2	0.376
1	3	E11	16	1	0.960
3	3	E11	16	1	0.349
5	3	E11	16	1	0.369
7	3	E11	16	1	0.346
8	3	E11	16	1	0.318
1	3	E11	16	2	0.975
3	3	E11	16	2	0.323
5	3	E11	16	2	0.331
7	3	E11	16	2	0.362
8	3	E11	16	2	0.318
1	4	E11	16	1	0.676
3	4	E11	16	1	0.260
5	4	E11	16	1	0.281
7	4	E11	16	1	0.266
8	4	E11	16	1	0.253
1	4	E11	16	2	0.614
3	4	E11	16	2	0.264
5	4	E11	16	2	0.31
7	4	E11	16	2	0.372
8	4	E11	16	2	0.342
1	3	E11	64	1	0.971
3	3	E11	64	1	0.353
5	3	E11	64	1	0.34
7	3	E11	64	1	0.358
8	3	E11	64	1	0.32
1	3	E11	64	2	0.928
3	3	E11	64	2	0.336
5	3	E11	64	2	0.359
7	3	E11	64	2	0.32
8	3	E11	64	2	0.329
1	4	E11	64	1	0.759
3	4	E11	64	1	0.265
5	4	E11	64	1	0.245
7	4	E11	64	1	0.263
8	4	E11	64	1	0.248
1	4	E11	64	2	0.624
3	4	E11	64	2	0.248
5	4	E11	64	2	0.278
7	4	E11	64	2	0.267
8	4	E11	64	2	0.242
1	3	E11	256	1	0.729
3	3	E11	256	1	0.350
5	3	E11	256	1	0.351
7	3	E11	256	1	0.36
8	3	E11	256	1	0.331
1	3	E11	256	2	0.803
3	3	E11	256	2	0.352
5	3	E11	256	2	0.367
7	3	E11	256	2	0.36
8	3	E11	256	2	0.325
1	4	E11	256	1	0.673
3	4	E11	256	1	0.267
5	4	E11	256	1	0.262
7	4	E11	256	1	0.282
8	4	E11	256	1	0.243
1	4	E11	256	2	0.675
3	4	E11	256	2	0.272
5	4	E11	256	2	0.252
7	4	E11	256	2	0.3
8	4	E11	256	2	0.258
1	3	E12	0	1	1.015
3	3	E12	0	1	0.336
5	3	E12	0	1	0.32
7	3	E12	0	1	0.343
8	3	E12	0	1	0.316
1	3	E12	0	2	0.842
3	3	E12	0	2	0.369
5	3	E12	0	2	0.342
7	3	E12	0	2	0.326
8	3	E12	0	2	0.315
1	4	E12	0	1	0.965
3	4	E12	0	1	0.334
5	4	E12	0	1	0.343
7	4	E12	0	1	0.307
8	4	E12	0	1	0.337
1	4	E12	0	2	0.862
3	4	E12	0	2	0.366
5	4	E12	0	2	0.319
7	4	E12	0	2	0.311
8	4	E12	0	2	0.364
1	3	E12	16	1	0.979
3	3	E12	16	1	0.344
5	3	E12	16	1	0.341
7	3	E12	16	1	0.346
8	3	E12	16	1	0.35
1	3	E12	16	2	0.865
3	3	E12	16	2	0.347
5	3	E12	16	2	0.322
7	3	E12	16	2	0.379
8	3	E12	16	2	0.312
1	4	E12	16	1	1.295
3	4	E12	16	1	0.325
5	4	E12	16	1	0.333
7	4	E12	16	1	0.355
8	4	E12	16	1	0.322
1	4	E12	16	2	0.831
3	4	E12	16	2	0.330
5	4	E12	16	2	0.348
7	4	E12	16	2	0.308
8	4	E12	16	2	0.336
1	3	E12	64	1	0.877
3	3	E12	64	1	0.351
5	3	E12	64	1	0.347
7	3	E12	64	1	0.325
8	3	E12	64	1	0.304
1	3	E12	64	2	0.941
3	3	E12	64	2	0.342
5	3	E12	64	2	0.346
7	3	E12	64	2	0.331
8	3	E12	64	2	0.316
1	4	E12	64	1	0.785
3	4	E12	64	1	0.341
5	4	E12	64	1	0.325
7	4	E12	64	1	0.318
8	4	E12	64	1	0.312
1	4	E12	64	2	0.804
3	4	E12	64	2	0.330
5	4	E12	64	2	0.34
7	4	E12	64	2	0.329
8	4	E12	64	2	0.308
1	3	E12	256	1	0.853
3	3	E12	256	1	0.360
5	3	E12	256	1	0.316
7	3	E12	256	1	0.353
8	3	E12	256	1	0.326
1	3	E12	256	2	0.871
3	3	E12	256	2	0.348
5	3	E12	256	2	0.343
7	3	E12	256	2	0.34
8	3	E12	256	2	0.349
1	4	E12	256	1	0.978
3	4	E12	256	1	0.352
5	4	E12	256	1	0.324
7	4	E12	256	1	0.383
8	4	E12	256	1	0.309
1	4	E12	256	2	0.917
3	4	E12	256	2	0.308
5	4	E12	256	2	0.306
7	4	E12	256	2	0.366
8	4	E12	256	2	0.315
1	3	E2	0	1	0.908
3	3	E2	0	1	0.332
5	3	E2	0	1	0.313
7	3	E2	0	1	0.322
8	3	E2	0	1	0.284
1	3	E2	0	2	0.863
3	3	E2	0	2	0.337
5	3	E2	0	2	0.342
7	3	E2	0	2	0.344
8	3	E2	0	2	0.321
1	4	E2	0	1	0.826
3	4	E2	0	1	0.293
5	4	E2	0	1	0.307
7	4	E2	0	1	0.278
8	4	E2	0	1	0.271
1	4	E2	0	2	0.788
3	4	E2	0	2	0.330
5	4	E2	0	2	0.322
7	4	E2	0	2	0.327
8	4	E2	0	2	0.345
1	3	E2	16	1	0.821
3	3	E2	16	1	0.321
5	3	E2	16	1	0.309
7	3	E2	16	1	0.315
8	3	E2	16	1	0.296
1	3	E2	16	2	0.894
3	3	E2	16	2	0.311
5	3	E2	16	2	0.301
7	3	E2	16	2	0.305
8	3	E2	16	2	0.271
1	4	E2	16	1	0.856
3	4	E2	16	1	0.301
5	4	E2	16	1	0.295
7	4	E2	16	1	0.29
8	4	E2	16	1	0.277
1	4	E2	16	2	1.183
3	4	E2	16	2	0.300
5	4	E2	16	2	0.306
7	4	E2	16	2	0.307
8	4	E2	16	2	0.314
1	3	E2	64	1	0.899
3	3	E2	64	1	0.320
5	3	E2	64	1	0.309
7	3	E2	64	1	0.309
8	3	E2	64	1	0.269
1	3	E2	64	2	0.998
3	3	E2	64	2	0.299
5	3	E2	64	2	0.312
7	3	E2	64	2	0.291
8	3	E2	64	2	0.278
1	4	E2	64	1	0.948
3	4	E2	64	1	0.321
5	4	E2	64	1	0.302
7	4	E2	64	1	0.308
8	4	E2	64	1	0.291
1	4	E2	64	2	0.972
3	4	E2	64	2	0.314
5	4	E2	64	2	0.313
7	4	E2	64	2	0.323
8	4	E2	64	2	0.303
1	3	E2	256	1	0.873
3	3	E2	256	1	0.289
5	3	E2	256	1	0.275
7	3	E2	256	1	0.291
8	3	E2	256	1	0.269
1	3	E2	256	2	0.981
3	3	E2	256	2	0.274
5	3	E2	256	2	0.286
7	3	E2	256	2	0.29
8	3	E2	256	2	0.278
1	4	E2	256	1	0.944
3	4	E2	256	1	0.286
5	4	E2	256	1	0.302
7	4	E2	256	1	0.3
8	4	E2	256	1	0.289
1	4	E2	256	2	0.881
3	4	E2	256	2	0.286
5	4	E2	256	2	0.278
7	4	E2	256	2	0.314
8	4	E2	256	2	0.279
1	3	E3	0	1	1.004
3	3	E3	0	1	0.323
5	3	E3	0	1	0.319
7	3	E3	0	1	0.329
8	3	E3	0	1	0.289
1	3	E3	0	2	0.925
3	3	E3	0	2	0.318
5	3	E3	0	2	0.311
7	3	E3	0	2	0.312
8	3	E3	0	2	0.279
1	4	E3	0	1	0.942
3	4	E3	0	1	0.293
5	4	E3	0	1	0.308
7	4	E3	0	1	0.28
8	4	E3	0	1	0.291
1	4	E3	0	2	0.809
3	4	E3	0	2	0.341
5	4	E3	0	2	0.335
7	4	E3	0	2	0.334
8	4	E3	0	2	0.356
1	3	E3	16	1	0.911
3	3	E3	16	1	0.320
5	3	E3	16	1	0.294
7	3	E3	16	1	0.31
8	3	E3	16	1	0.294
1	3	E3	16	2	0.898
3	3	E3	16	2	0.321
5	3	E3	16	2	0.304
7	3	E3	16	2	0.308
8	3	E3	16	2	0.282
1	4	E3	16	1	0.816
3	4	E3	16	1	0.306
5	4	E3	16	1	0.28
7	4	E3	16	1	0.263
8	4	E3	16	1	0.242
1	4	E3	16	2	0.952
3	4	E3	16	2	0.299
5	4	E3	16	2	0.288
7	4	E3	16	2	0.274
8	4	E3	16	2	0.291
1	3	E3	64	1	1.013
3	3	E3	64	1	0.304
5	3	E3	64	1	0.312
7	3	E3	64	1	0.305
8	3	E3	64	1	0.268
1	3	E3	64	2	0.694
3	3	E3	64	2	0.317
5	3	E3	64	2	0.333
7	3	E3	64	2	0.307
8	3	E3	64	2	0.278
1	4	E3	64	1	1.007
3	4	E3	64	1	0.300
5	4	E3	64	1	0.287
7	4	E3	64	1	0.292
8	4	E3	64	1	0.281
1	4	E3	64	2	0.958
3	4	E3	64	2	0.291
5	4	E3	64	2	0.298
7	4	E3	64	2	0.298
8	4	E3	64	2	0.282
1	3	E3	256	1	0.775
3	3	E3	256	1	0.333
5	3	E3	256	1	0.306
7	3	E3	256	1	0.335
8	3	E3	256	1	0.302
1	3	E3	256	2	0.880
3	3	E3	256	2	0.315
5	3	E3	256	2	0.312
7	3	E3	256	2	0.319
8	3	E3	256	2	0.317
1	4	E3	256	1	0.815
3	4	E3	256	1	0.300
5	4	E3	256	1	0.283
7	4	E3	256	1	0.314
8	4	E3	256	1	0.284
1	4	E3	256	2	0.831
3	4	E3	256	2	0.294
5	4	E3	256	2	0.279
7	4	E3	256	2	0.31
8	4	E3	256	2	0.299
1	3	E4	0	1	0.873
3	3	E4	0	1	0.328
5	3	E4	0	1	0.318
7	3	E4	0	1	0.326
8	3	E4	0	1	0.283
1	3	E4	0	2	0.871
3	3	E4	0	2	0.315
5	3	E4	0	2	0.307
7	3	E4	0	2	0.311
8	3	E4	0	2	0.28
1	4	E4	0	1	0.954
3	4	E4	0	1	0.286
5	4	E4	0	1	0.299
7	4	E4	0	1	0.279
8	4	E4	0	1	0.287
1	4	E4	0	2	0.842
3	4	E4	0	2	0.311
5	4	E4	0	2	0.299
7	4	E4	0	2	0.288
8	4	E4	0	2	0.321
1	3	E4	16	1	0.867
3	3	E4	16	1	0.340
5	3	E4	16	1	0.311
7	3	E4	16	1	0.322
8	3	E4	16	1	0.317
1	3	E4	16	2	0.887
3	3	E4	16	2	0.311
5	3	E4	16	2	0.296
7	3	E4	16	2	0.312
8	3	E4	16	2	0.282
1	4	E4	16	1	0.887
3	4	E4	16	1	0.304
5	4	E4	16	1	0.292
7	4	E4	16	1	0.265
8	4	E4	16	1	0.247
1	4	E4	16	2	0.936
3	4	E4	16	2	0.319
5	4	E4	16	2	0.32
7	4	E4	16	2	0.331
8	4	E4	16	2	0.34
1	3	E4	64	1	0.827
3	3	E4	64	1	0.320
5	3	E4	64	1	0.327
7	3	E4	64	1	0.327
8	3	E4	64	1	0.291
1	3	E4	64	2	1.016
3	3	E4	64	2	0.318
5	3	E4	64	2	0.339
7	3	E4	64	2	0.323
8	3	E4	64	2	0.291
1	4	E4	64	1	0.909
3	4	E4	64	1	0.301
5	4	E4	64	1	0.282
7	4	E4	64	1	0.281
8	4	E4	64	1	0.269
1	4	E4	64	2	0.929
3	4	E4	64	2	0.293
5	4	E4	64	2	0.295
7	4	E4	64	2	0.294
8	4	E4	64	2	0.275
1	3	E4	256	1	0.976
3	3	E4	256	1	0.309
5	3	E4	256	1	0.314
7	3	E4	256	1	0.327
8	3	E4	256	1	0.286
1	3	E4	256	2	0.957
3	3	E4	256	2	0.292
5	3	E4	256	2	0.316
7	3	E4	256	2	0.321
8	3	E4	256	2	0.291
1	4	E4	256	1	0.957
3	4	E4	256	1	0.311
5	4	E4	256	1	0.312
7	4	E4	256	1	0.324
8	4	E4	256	1	0.297
1	4	E4	256	2	1.104
3	4	E4	256	2	0.299
5	4	E4	256	2	0.302
7	4	E4	256	2	0.364
8	4	E4	256	2	0.322
1	3	E5	0	1	0.971
3	3	E5	0	1	0.387
5	3	E5	0	1	0.396
7	3	E5	0	1	0.394
8	3	E5	0	1	0.347
1	3	E5	0	2	0.892
3	3	E5	0	2	0.385
5	3	E5	0	2	0.374
7	3	E5	0	2	0.378
8	3	E5	0	2	0.374
1	4	E5	0	1	0.934
3	4	E5	0	1	0.326
5	4	E5	0	1	0.358
7	4	E5	0	1	0.342
8	4	E5	0	1	0.346
1	4	E5	0	2	0.876
3	4	E5	0	2	0.354
5	4	E5	0	2	0.332
7	4	E5	0	2	0.301
8	4	E5	0	2	0.338
1	3	E5	16	1	0.405
3	3	E5	16	1	0.293
5	3	E5	16	1	0.274
7	3	E5	16	1	0.302
8	3	E5	16	1	0.318
1	3	E5	16	2	0.458
3	3	E5	16	2	0.298
5	3	E5	16	2	0.268
7	3	E5	16	2	0.284
8	3	E5	16	2	0.265
1	4	E5	16	1	0.909
3	4	E5	16	1	0.313
5	4	E5	16	1	0.298
7	4	E5	16	1	0.31
8	4	E5	16	1	0.278
1	4	E5	16	2	0.958
3	4	E5	16	2	0.322
5	4	E5	16	2	0.301
7	4	E5	16	2	0.304
8	4	E5	16	2	0.343
1	3	E5	64	1	0.335
3	3	E5	64	1	0.294
5	3	E5	64	1	0.259
7	3	E5	64	1	0.281
8	3	E5	64	1	0.268
1	3	E5	64	2	0.335
3	3	E5	64	2	0.274
5	3	E5	64	2	0.247
7	3	E5	64	2	0.281
8	3	E5	64	2	0.268
1	4	E5	64	1	0.969
3	4	E5	64	1	0.295
5	4	E5	64	1	0.287
7	4	E5	64	1	0.3
8	4	E5	64	1	0.282
1	4	E5	64	2	0.584
3	4	E5	64	2	0.297
5	4	E5	64	2	0.296
7	4	E5	64	2	0.296
8	4	E5	64	2	0.275
1	3	E5	256	1	0.309
3	3	E5	256	1	0.242
5	3	E5	256	1	0.238
7	3	E5	256	1	0.257
8	3	E5	256	1	0.221
1	3	E5	256	2	0.298
3	3	E5	256	2	0.265
5	3	E5	256	2	0.264
7	3	E5	256	2	0.273
8	3	E5	256	2	0.257
1	4	E5	256	1	0.850
3	4	E5	256	1	0.275
5	4	E5	256	1	0.257
7	4	E5	256	1	0.282
8	4	E5	256	1	0.258
1	4	E5	256	2	0.866
3	4	E5	256	2	0.253
5	4	E5	256	2	0.249
7	4	E5	256	2	0.295
8	4	E5	256	2	0.262
1	3	E6	0	1	1.005
3	3	E6	0	1	0.397
5	3	E6	0	1	0.37
7	3	E6	0	1	0.381
8	3	E6	0	1	0.355
1	3	E6	0	2	0.904
3	3	E6	0	2	0.370
5	3	E6	0	2	0.37
7	3	E6	0	2	0.36
8	3	E6	0	2	0.361
1	4	E6	0	1	1.026
3	4	E6	0	1	0.285
5	4	E6	0	1	0.318
7	4	E6	0	1	0.298
8	4	E6	0	1	0.269
1	4	E6	0	2	0.907
3	4	E6	0	2	0.311
5	4	E6	0	2	0.309
7	4	E6	0	2	0.313
8	4	E6	0	2	0.349
1	3	E6	16	1	0.322
3	3	E6	16	1	0.290
5	3	E6	16	1	0.239
7	3	E6	16	1	0.351
8	3	E6	16	1	0.348
1	3	E6	16	2	0.326
3	3	E6	16	2	0.285
5	3	E6	16	2	0.219
7	3	E6	16	2	0.279
8	3	E6	16	2	0.251
1	4	E6	16	1	0.896
3	4	E6	16	1	0.303
5	4	E6	16	1	0.296
7	4	E6	16	1	0.306
8	4	E6	16	1	0.276
1	4	E6	16	2	1.002
3	4	E6	16	2	0.287
5	4	E6	16	2	0.286
7	4	E6	16	2	0.282
8	4	E6	16	2	0.293
1	3	E6	64	1	0.326
3	3	E6	64	1	0.303
5	3	E6	64	1	0.249
7	3	E6	64	1	0.257
8	3	E6	64	1	0.246
1	3	E6	64	2	0.316
3	3	E6	64	2	0.258
5	3	E6	64	2	0.234
7	3	E6	64	2	0.215
8	3	E6	64	2	0.225
1	4	E6	64	1	0.934
3	4	E6	64	1	0.291
5	4	E6	64	1	0.257
7	4	E6	64	1	0.263
8	4	E6	64	1	0.246
1	4	E6	64	2	0.832
3	4	E6	64	2	0.293
5	4	E6	64	2	0.295
7	4	E6	64	2	0.295
8	4	E6	64	2	0.274
1	3	E6	256	1	0.339
3	3	E6	256	1	0.264
5	3	E6	256	1	0.245
7	3	E6	256	1	0.25
8	3	E6	256	1	0.232
1	3	E6	256	2	0.313
3	3	E6	256	2	0.247
5	3	E6	256	2	0.243
7	3	E6	256	2	0.256
8	3	E6	256	2	0.235
1	4	E6	256	1	0.885
3	4	E6	256	1	0.297
5	4	E6	256	1	0.28
7	4	E6	256	1	0.299
8	4	E6	256	1	0.273
1	4	E6	256	2	0.801
3	4	E6	256	2	0.280
5	4	E6	256	2	0.279
7	4	E6	256	2	0.317
8	4	E6	256	2	0.288
1	3	E7	0	1	0.782
3	3	E7	0	1	0.372
5	3	E7	0	1	0.349
7	3	E7	0	1	0.356
8	3	E7	0	1	0.322
1	3	E7	0	2	0.637
3	3	E7	0	2	0.356
5	3	E7	0	2	0.33
7	3	E7	0	2	0.345
8	3	E7	0	2	0.333
1	4	E7	0	1	0.983
3	4	E7	0	1	0.312
5	4	E7	0	1	0.327
7	4	E7	0	1	0.313
8	4	E7	0	1	0.306
1	4	E7	0	2	0.876
3	4	E7	0	2	0.330
5	4	E7	0	2	0.318
7	4	E7	0	2	0.305
8	4	E7	0	2	0.339
1	3	E7	16	1	0.755
3	3	E7	16	1	0.338
5	3	E7	16	1	0.332
7	3	E7	16	1	0.326
8	3	E7	16	1	0.334
1	3	E7	16	2	0.759
3	3	E7	16	2	0.350
5	3	E7	16	2	0.33
7	3	E7	16	2	0.335
8	3	E7	16	2	0.325
1	4	E7	16	1	0.819
3	4	E7	16	1	0.320
5	4	E7	16	1	0.306
7	4	E7	16	1	0.323
8	4	E7	16	1	0.297
1	4	E7	16	2	0.878
3	4	E7	16	2	0.317
5	4	E7	16	2	0.302
7	4	E7	16	2	0.304
8	4	E7	16	2	0.31
1	3	E7	64	1	0.633
3	3	E7	64	1	0.287
5	3	E7	64	1	0.293
7	3	E7	64	1	0.283
8	3	E7	64	1	0.271
1	3	E7	64	2	0.770
3	3	E7	64	2	0.294
5	3	E7	64	2	0.299
7	3	E7	64	2	0.269
8	3	E7	64	2	0.262
1	4	E7	64	1	0.849
3	4	E7	64	1	0.296
5	4	E7	64	1	0.29
7	4	E7	64	1	0.298
8	4	E7	64	1	0.275
1	4	E7	64	2	0.738
3	4	E7	64	2	0.318
5	4	E7	64	2	0.318
7	4	E7	64	2	0.315
8	4	E7	64	2	0.288
1	3	E7	256	1	0.778
3	3	E7	256	1	0.241
5	3	E7	256	1	0.239
7	3	E7	256	1	0.234
8	3	E7	256	1	0.224
1	3	E7	256	2	0.752
3	3	E7	256	2	0.242
5	3	E7	256	2	0.246
7	3	E7	256	2	0.242
8	3	E7	256	2	0.22
1	4	E7	256	1	0.814
3	4	E7	256	1	0.303
5	4	E7	256	1	0.306
7	4	E7	256	1	0.352
8	4	E7	256	1	0.319
1	4	E7	256	2	0.836
3	4	E7	256	2	0.281
5	4	E7	256	2	0.278
7	4	E7	256	2	0.328
8	4	E7	256	2	0.271
1	3	E8	0	1	0.946
3	3	E8	0	1	0.342
5	3	E8	0	1	0.334
7	3	E8	0	1	0.357
8	3	E8	0	1	0.319
1	3	E8	0	2	0.774
3	3	E8	0	2	0.344
5	3	E8	0	2	0.34
7	3	E8	0	2	0.342
8	3	E8	0	2	0.321
1	4	E8	0	1	0.934
3	4	E8	0	1	0.315
